IND_NAME,DIM_GEO_NAME,DIM_1_CODE,VALUE_NUMERIC
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Argentina,NA,73.55
Annual mean concentrations of fine particulate matter (PM2.5) in urban areas (µg/m3),Argentina,NA,11.23
Average of 15 International Health Regulations core capacity scores,Argentina,NA,64.13
Density of dentists (per 10 000 population) ,Argentina,NA,9.65
Density of medical doctors (per 10 000 population) ,Argentina,NA,40.82
Density of nursing and midwifery personnel (per 10 000 population) ,Argentina,NA,43.54
Density of pharmacists (per 10 000 population) ,Argentina,NA,4.88
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Argentina,NA,81
Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%),Argentina,NA,16.22
Healthy life expectancy at birth (years),Argentina,SEX_FMLE,66.15
Healthy life expectancy at birth (years),Argentina,SEX_MLE,63.44
Healthy life expectancy at birth (years),Argentina,SEX_BTSX,64.79
Hepatitis B surface antigen (HBsAg) prevalence among children under 5 years (%),Argentina,NA,0.01
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Argentina,SEX_FMLE,54
Life expectancy at birth (years),Argentina,SEX_BTSX,74.57
Life expectancy at birth (years),Argentina,SEX_MLE,71.59
Life expectancy at birth (years),Argentina,SEX_FMLE,77.58
Malaria incidence (per 1000 population at risk),Argentina,NA,0
Maternal mortality ratio (per 100 000 live births),Argentina,NA,44.9
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Argentina,NA,93
Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population),Argentina,SEX_BTSX,11.4
Mortality rate due to homicide (per 100 000 population),Argentina,NA,5.93
Mortality rate from unintentional poisoning (per 100 000 population),Argentina,NA,0.27
Neonatal mortality rate (per 1000 live births),Argentina,SEX_BTSX,5.73
New HIV infections (per 1000 uninfected population),Argentina,SEX_BTSX,0.09
Number of cases of poliomyelitis caused by wild poliovirus (WPV),Argentina,NA,0
Percentage of bloodstream infection due to Escherichia coli resistant to 3rd-generation cephalosporin (%),Argentina,NA,19.76
Percentage of bloodstream infections due methicillin-resistant Staphylococcus aureus (%),Argentina,NA,34.33
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Argentina,NA,77
Population with household expenditures on health > 10% of total household expenditure or income (%),Argentina,NA,9.57
Population with household expenditures on health > 25% of total household expenditure or income (%),Argentina,NA,2.54
Prevalence of anaemia in women of reproductive age (15–49 years) (%),Argentina,SEX_FMLE,11.9
Prevalence of obesity among children and adolescents (5–19 years) (%),Argentina,SEX_BTSX,20.27
Prevalence of overweight in children under 5 (%),Argentina,NA,12.6
Prevalence of stunting in children under 5 (%),Argentina,NA,9.5
Prevalence of wasting in children under 5 (%),Argentina,NA,1.7
Probability of dying from any of CVD cancer diabetes CRD between age 30 and exact age 70 (%),Argentina,NA,15.58
Proportion of births attended by skilled health personnel (%),Argentina,NA,98.8
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months (%) ,Argentina,NA,5
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%) ,Argentina,NA,27
Proportion of population with primary reliance on clean fuels and technology (%),Argentina,NA,99.9
Proportion of safely treated domestic wastewater flows (%),Argentina,NA,36.49
Proportion of women of reproductive age who have their need for family planning satisfied with modern methods (%),Argentina,SEX_FMLE,80.3
Reported number of people requiring interventions against NTDs,Argentina,NA,1020
Road traffic mortality rate (per 100 000 population),Argentina,NA,8.8
Suicide mortality rate (per 100 000 population),Argentina,NA,7.9
Total alcohol per capita (? 15 years of age) consumption (litres of pure alcohol),Argentina,SEX_BTSX,8.04
Total net official development assistance to medical research and basic health sectors per capita (US$) by recipient country,Argentina,NA,2.53
Tuberculosis incidence (per 100 000 population),Argentina,NA,29
UHC: Service coverage index,Argentina,NA,78.53
Under-five mortality rate (per 1000 live births),Argentina,SEX_BTSX,9.44
Adolescent birth rate (per 1000 women),Armenia,AGEGROUP_YEARS15-19,12.8
Adolescent birth rate (per 1000 women),Armenia,AGEGROUP_YEARS10-14,0
Age-standardized mortality rate attributed to household and ambient air pollution  (per 100 000 population) ,Armenia,SEX_BTSX,74.55
Age-standardized prevalence of hypertension among adults aged 30–79 years (%),Armenia,SEX_BTSX,47.3
Age-standardized prevalence of obesity among adults (18+ years) (%),Armenia,SEX_BTSX,24.51
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Armenia,SEX_BTSX,24.9
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Armenia,NA,21.79
Annual mean concentrations of fine particulate matter (PM2.5) in urban areas (µg/m3),Armenia,NA,36.24
Average of 15 International Health Regulations core capacity scores,Armenia,NA,56.6
Density of dentists (per 10 000 population) ,Armenia,NA,4.18
Density of medical doctors (per 10 000 population) ,Armenia,NA,31.17
Density of nursing and midwifery personnel (per 10 000 population) ,Armenia,NA,48.26
Density of pharmacists (per 10 000 population) ,Armenia,NA,0.26
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Armenia,NA,93
Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%),Armenia,NA,7.63
Healthy life expectancy at birth (years),Armenia,SEX_MLE,61.48
Healthy life expectancy at birth (years),Armenia,SEX_FMLE,66.28
Healthy life expectancy at birth (years),Armenia,SEX_BTSX,64.01
Hepatitis B surface antigen (HBsAg) prevalence among children under 5 years (%),Armenia,NA,0.06
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Armenia,SEX_FMLE,15
Life expectancy at birth (years),Armenia,SEX_BTSX,72.98
Life expectancy at birth (years),Armenia,SEX_FMLE,76.87
Life expectancy at birth (years),Armenia,SEX_MLE,68.6
Malaria incidence (per 1000 population at risk),Armenia,NA,0
Maternal mortality ratio (per 100 000 live births),Armenia,NA,27.19
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Armenia,NA,94
Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population),Armenia,SEX_BTSX,5.8
Mortality rate due to homicide (per 100 000 population),Armenia,NA,3.94
Mortality rate from unintentional poisoning (per 100 000 population),Armenia,NA,0.89
Neonatal mortality rate (per 1000 live births),Armenia,SEX_BTSX,5.35
New HIV infections (per 1000 uninfected population),Armenia,SEX_BTSX,0.19
Number of cases of poliomyelitis caused by wild poliovirus (WPV),Armenia,NA,0
"Percentage of total antibiotic consumption being from the AWaRe ""Access"" antibiotics category  (%)",Armenia,NA,49.02
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Armenia,NA,93
Population with household expenditures on health > 10% of total household expenditure or income (%),Armenia,NA,19.89
Population with household expenditures on health > 25% of total household expenditure or income (%),Armenia,NA,5.93
Prevalence of anaemia in women of reproductive age (15–49 years) (%),Armenia,SEX_FMLE,17.3
Prevalence of obesity among children and adolescents (5–19 years) (%),Armenia,SEX_BTSX,9.56
Prevalence of overweight in children under 5 (%),Armenia,NA,11.5
Prevalence of stunting in children under 5 (%),Armenia,NA,7.2
Prevalence of wasting in children under 5 (%),Armenia,NA,4.4
Probability of dying from any of CVD cancer diabetes CRD between age 30 and exact age 70 (%),Armenia,NA,20.11
Proportion of births attended by skilled health personnel (%),Armenia,NA,99.8
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months (%) ,Armenia,NA,5
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%) ,Armenia,NA,10
Proportion of population using a hand-washing facility with soap and water (%),Armenia,NA,94.42
Proportion of population using safely-managed drinking-water services (%),Armenia,NA,82.41
Proportion of population using safely-managed sanitation services (%),Armenia,NA,10.75
Proportion of population with primary reliance on clean fuels and technology (%),Armenia,NA,97.9
Proportion of safely treated domestic wastewater flows (%),Armenia,NA,0.56
Proportion of women of reproductive age who have their need for family planning satisfied with modern methods (%),Armenia,SEX_FMLE,40.2
Reported number of people requiring interventions against NTDs,Armenia,NA,14
Road traffic mortality rate (per 100 000 population),Armenia,NA,13.6
Suicide mortality rate (per 100 000 population),Armenia,NA,2.4
Total alcohol per capita (? 15 years of age) consumption (litres of pure alcohol),Armenia,SEX_BTSX,4.98
Total net official development assistance to medical research and basic health sectors per capita (US$) by recipient country,Armenia,NA,1.25
Tuberculosis incidence (per 100 000 population),Armenia,NA,25
UHC: Service coverage index,Armenia,NA,68.19
Under-five mortality rate (per 1000 live births),Armenia,SEX_BTSX,10.28
Adolescent birth rate (per 1000 women),Australia,AGEGROUP_YEARS15-19,6.8
Adolescent birth rate (per 1000 women),Australia,AGEGROUP_YEARS10-14,0.06
Age-standardized mortality rate attributed to household and ambient air pollution  (per 100 000 population) ,Australia,SEX_BTSX,9.8
Age-standardized prevalence of hypertension among adults aged 30–79 years (%),Australia,SEX_BTSX,29.3
Age-standardized prevalence of obesity among adults (18+ years) (%),Australia,SEX_BTSX,30.24
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Australia,SEX_BTSX,13.1
Annual mean concentrations of fine particulate matter (PM2.5) in urban areas (µg/m3),Australia,NA,9.12
Average of 15 International Health Regulations core capacity scores,Australia,NA,89.33
Density of dentists (per 10 000 population) ,Australia,NA,6.21
Density of medical doctors (per 10 000 population) ,Australia,NA,39.81
Density of nursing and midwifery personnel (per 10 000 population) ,Australia,NA,137.08
Density of pharmacists (per 10 000 population) ,Australia,NA,9.33
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Australia,NA,94
Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%),Australia,NA,19.32
Healthy life expectancy at birth (years),Australia,SEX_MLE,70.13
Healthy life expectancy at birth (years),Australia,SEX_FMLE,71.08
Healthy life expectancy at birth (years),Australia,SEX_BTSX,70.61
Hepatitis B surface antigen (HBsAg) prevalence among children under 5 years (%),Australia,NA,0.13
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Australia,SEX_FMLE,58
Life expectancy at birth (years),Australia,SEX_MLE,81.31
Life expectancy at birth (years),Australia,SEX_BTSX,83.1
Life expectancy at birth (years),Australia,SEX_FMLE,84.9
Maternal mortality ratio (per 100 000 live births),Australia,NA,2.94
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Australia,NA,91
Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population),Australia,SEX_BTSX,1.9
Mortality rate due to homicide (per 100 000 population),Australia,NA,0.91
Mortality rate from unintentional poisoning (per 100 000 population),Australia,NA,0.12
Neonatal mortality rate (per 1000 live births),Australia,SEX_BTSX,2.34
Number of cases of poliomyelitis caused by wild poliovirus (WPV),Australia,NA,0
